result,table,bandwidth,core_usage,device_type,exec_time,get_image_duration,inference_duration,on_gpu,image_quality,mem_util,model_compression,model_load_time,name,num_hops,throughput,acc
,0,30,4500,APC,0.02810404780932835,0.01050656124523708,0.011127239295414515,true,60,2865.470902857143,0,3.790219783782959,model_0,1,14.721627853929059,70.602
,0,30,4500,APC,0.028202664534250892,0.012374840259552003,0.01002032772699992,true,20,2852.5540693333332,0,3.6272507508595786,model_0,2,6.755545986089246,65.896
,0,15,4500,APC,0.028217805624008174,0.014666212763105119,0.00751610711642674,true,40,2859.9781668571427,60,3.7859860147748674,model_60,1,10.831373208964669,49.144
,0,15,4500,APC,0.028274852275848385,0.010964539698192053,0.010974114520209176,true,40,2855.2449462857144,0,3.812171254839216,model_0,1,10.713022061401814,69.332
,0,15,4500,APC,0.028586747646331786,0.013265649318695068,0.009600805838902791,true,20,2862.466389333333,0,3.4377020994822183,model_0,2,6.69331909579179,65.896
,0,30,4500,APC,0.028658565078462876,0.006078490121023996,0.0170240604196276,false,100,221.37534171428572,60,0.07197277886526925,model_60,1,18.697069366737853,50.92
,0,15,4500,APC,0.028805760065714517,0.015933019161224367,0.007354707400004069,true,20,2855.880021333333,40,3.5488945643107095,model_40,2,6.598217776418597,49.748
,0,15,4000,APC,0.028919623136520384,0.004664572159449259,0.01878809380531311,false,20,196.01954133333334,50,0.023999452590942383,model_50,2,6.5817003245919885,46.716
,0,30,4500,APC,0.02907340081532796,0.007980539242426555,0.01612869087855021,false,60,178.855936,40,0.02518741289774577,model_40,2,12.595835222968029,54.562
,0,30,4500,APC,0.02913509662946065,0.013978710492451986,0.009631627003351849,true,40,2852.226389333333,0,3.39817221959432,model_0,2,9.764642848143168,69.332
,0,30,4500,APC,0.029206732273101804,0.016662118752797443,0.007146169900894166,true,40,2855.400789333333,40,3.6218148867289224,model_40,2,9.816179988512948,53.616
,0,30,4000,APC,0.029435079097747802,0.004722275813420614,0.019290342013041178,false,40,199.76874666666666,50,0.02387722333272298,model_50,2,9.57684255281253,50.352
,0,30,4500,APC,0.029539464303425376,0.0072096159798758375,0.01669661920411246,false,80,224.52984685714287,60,0.024892636707850864,model_60,1,19.98420189801712,50.684
,0,30,4000,APC,0.02966766963686262,0.009503306491034372,0.01227460333279201,true,40,2859.483721142857,10,3.898303849356515,model_10,1,11.527196263326655,66.756
,0,30,4500,APC,0.02974231362342835,0.01651671436854771,0.007276486567088535,true,100,2864.634148571429,60,3.765845775604248,model_60,1,17.70031182463853,50.92
,0,10,4500,APC,0.029798371156056724,0.010527186314264933,0.014511006355285646,false,20,179.35837866666665,40,0.02279806137084961,model_40,2,6.103428806213763,49.748
,0,15,4500,APC,0.029826224883397423,0.010298014243443808,0.014659719785054525,false,40,184.77329066666667,40,0.026017189025878906,model_40,2,9.237074886836638,53.616
,0,10,4000,APC,0.030019113029752457,0.010988679783684866,0.011642592566353934,true,20,2862.0214857142855,10,3.5617866856711253,model_10,1,7.013135343561527,63.254
,0,15,4500,APC,0.03006010746955871,0.008947288070406232,0.01578767728805542,false,60,190.6688,60,0.025041171482631137,model_60,1,12.291515725393674,50.11
,0,30,4500,APC,0.030537160476048788,0.017814468065897624,0.007334243059158325,true,60,2869.7040213333335,40,4.020122687021892,model_40,2,12.252381402579813,54.562
,0,30,3500,APC,0.03077232130368551,0.003068719625473022,0.02147226436932882,false,20,214.00917333333334,60,0.024526039759318035,model_60,2,6.568710808186521,45.18
,0,30,4000,APC,0.030811874185289658,0.0112438109261649,0.012051949501037596,true,60,2874.700946285714,10,3.890950850078038,model_10,1,14.276826320959996,67.91
,0,30,3500,APC,0.030887044497898645,0.00885223320552281,0.013339739322662355,true,20,2860.116260571428,20,3.783595766339983,model_20,1,8.116262232530692,62.106
,0,15,4000,APC,0.03089534534726824,0.012261296238218035,0.011641754048211234,true,40,2862.9255314285715,10,3.780265842165266,model_10,1,10.358036291395766,66.756
,0,30,4500,APC,0.030899982758930748,0.017963773318699427,0.00707976256098066,true,80,2862.8114285714287,60,3.5926331111363004,model_60,1,19.19937004307382,50.684
,0,30,4500,APC,0.030918686469395957,0.01107690183321635,0.014939933856328328,false,100,182.1272746666667,40,0.0633077621459961,model_40,2,14.828056323716588,55.862
,0,30,4000,APC,0.030959662675857546,0.005801663001378378,0.019678309202194214,false,60,200.54562133333332,50,0.024179458618164062,model_50,2,12.039152029371271,51.158
,0,30,4500,APC,0.03104442421595256,0.015283047596613567,0.010026459773381553,true,60,2873.3945173333327,0,3.333048661549886,model_0,2,11.981079277541474,70.602
,0,30,4000,APC,0.031101475000381473,0.018902597586313883,0.006667726516723632,true,20,2852.585472,50,3.9687791665395102,model_50,2,6.848222016395163,46.716
,0,30,4500,APC,0.03120767078399658,0.013839806922276814,0.011056185547510783,true,100,2870.5991338666663,0,3.7090247790018718,model_0,1,16.41806896879722,71.878
,0,30,4000,APC,0.03126704541842143,0.014609391530354817,0.010721441666285197,true,20,2860.7474346666663,10,4.0137050946553545,model_10,2,6.5114522216247535,63.254
,0,15,3500,APC,0.03133088835080464,0.004204253832499187,0.021197088718414307,false,20,206.57629866666664,60,0.023161013921101887,model_60,2,6.351350464978533,45.18
,0,30,4500,APC,0.03136677653448922,0.013271045786993844,0.011326411621911186,true,80,2858.150765714286,0,4.056638036455427,model_0,1,18.751117410264502,71.452
,0,15,4000,APC,0.03140971382459005,0.007286106030146282,0.018713319698969524,false,40,180.68275200000002,50,0.021739959716796875,model_50,2,8.81761129200948,50.352
,0,15,3500,APC,0.03144487346921648,0.0091313464982169,0.013533641815185545,true,20,2874.9467062857148,20,4.032849141529629,model_20,1,7.826426268332085,62.106
,0,15,4500,APC,0.03157669067382813,0.01897236633300781,0.007209016482035319,true,40,2880.8779093333337,40,3.64616060256958,model_40,2,8.859003384721733,53.616
,0,15,4000,APC,0.03159876910845439,0.01904329291979472,0.006851072311401367,true,20,2861.2212053333337,50,3.715698798497518,model_50,2,6.536463777918595,46.716
,0,10,4500,APC,0.03160675700505575,0.016311235666275025,0.009745408614476522,true,20,2878.1622613333334,0,3.750738541285197,model_0,2,5.975434188168009,65.896
,0,10,4000,APC,0.03164971232414245,0.007206878900527954,0.01898883676528931,false,20,193.72305066666664,50,0.02295033137003581,model_50,2,5.847393019834356,46.716
,0,15,4500,APC,0.03172667050361633,0.016071536620457964,0.009910487333933514,true,40,2869.014528,0,3.903400103251139,model_0,2,8.766930681798264,69.332
,0,30,4500,APC,0.03184904583295186,0.01186965799331665,0.015045188824335734,false,80,177.979392,40,0.02542575200398763,model_40,2,16.21915379071312,55.54
,0,30,3500,APC,0.0318571769396464,0.003691257953643798,0.022198752641677855,false,40,201.46858666666665,60,0.025877952575683594,model_60,2,9.24713461416683,49.144
,0,30,4500,APC,0.031898517370224,0.01640659268697103,0.00984744668006897,true,100,2852.061184,0,3.5172868569691977,model_0,2,14.954106584846905,71.878
,0,10,4500,APC,0.03199270585605076,0.012141247579029627,0.014562844548906597,false,40,178.74709942857143,60,0.024616616112845286,model_60,1,8.454388343109281,49.144
,0,30,4000,APC,0.031995136022567754,0.015400309085845948,0.010485740502675374,true,40,2852.833962666667,10,3.3245980739593506,model_10,2,9.180751019446022,66.756
,0,15,4500,APC,0.03199756935664586,0.018689276456832885,0.007273251976285662,true,60,2861.116269714286,60,3.820774112428938,model_60,1,11.904724346175996,50.11
,0,30,4000,APC,0.032000000238418584,0.008421108643213908,0.018229445775349934,false,100,193.06359466666666,50,0.07263620694478352,model_50,2,14.403303137674053,52.182
,0,10,4500,APC,0.0321673891544342,0.019534804344177245,0.00712902053197225,true,20,2864.6836906666667,40,3.263738473256429,model_40,2,5.870755544580337,49.748
,0,15,3500,APC,0.03217573380470276,0.006517579873402912,0.020114063739776613,false,40,192.82602666666665,60,0.02281506856282552,model_60,2,8.57219279263911,49.144
,0,15,4500,APC,0.032241272483553206,0.015235274348940167,0.010779833282743182,true,60,2861.764608,0,4.050842148917062,model_0,1,11.77196142812299,70.602
,0,30,4000,APC,0.03225666618347168,0.019340866406758625,0.007001260201136272,true,40,2854.1911039999995,50,4.256588459014893,model_50,2,9.47348530686362,50.352
,0,30,4500,APC,0.03240248370170593,0.01985344155629476,0.007250841856002808,true,100,2871.5622399999997,40,3.912649154663086,model_40,2,14.282171798592413,55.862
,0,30,4000,APC,0.032499873672212874,0.013458631958280292,0.011762166466031756,true,100,2876.7308068571433,10,3.6818473679678783,model_10,1,16.882236563286153,69.426
,0,15,4000,APC,0.032619312286376954,0.016332753658294678,0.010343783378601075,true,20,2860.1384959999996,10,4.413406451543172,model_10,2,6.199743924311093,63.254
,0,10,3500,APC,0.032653932730356855,0.0073168249924977615,0.019704694271087647,false,20,177.30901333333335,60,0.02331829071044922,model_60,2,5.680143549698237,45.18
,0,30,3500,APC,0.032716847113200595,0.010151452166693551,0.01383787144933428,true,40,2864.7751679999997,20,3.80251567704337,model_20,1,10.995917757942284,65.98
,0,30,4000,APC,0.03304471357663472,0.01613580886522929,0.010784046570460002,true,60,2852.1458346666664,10,3.5938686529795327,model_10,2,11.519073002208527,67.91
,0,30,3500,APC,0.03308440629641215,0.006066626628239949,0.02106049728393555,false,60,199.155712,60,0.02443981170654297,model_60,2,11.452720550382713,50.11
,0,30,4000,APC,0.03315467389424642,0.009528404553731282,0.018479425430297854,false,80,179.32151466666667,50,0.024458805720011394,model_50,2,15.642665099440324,51.87
,0,25,4500,APC,0.03326808184385299,0.016295483618974687,0.010816360384225844,true,100,2865.2769279999998,0,3.693243980407715,model_0,1,14.810187901154917,71.878
,0,10,3500,APC,0.0335035195010049,0.011133718047823224,0.013652205194745744,true,20,2866.974134857143,20,4.152212517602103,model_20,1,6.737456746966257,62.106
,0,30,4500,APC,0.033610841910044355,0.018866218010584513,0.00948107099533081,true,80,2864.8284160000003,0,3.4899980227152505,model_0,2,15.373962350449082,71.452
,0,10,4500,APC,0.03361512732505798,0.020246567589896066,0.007269024712698801,true,40,2861.129728,60,3.968101842062814,model_60,1,8.281336306638176,49.144
,0,10,4500,APC,0.03366986220223563,0.016857758385794504,0.010612979888916015,true,40,2867.913289142857,0,4.024012088775635,model_0,1,8.178595757354792,69.332
,0,30,4000,APC,0.03374538159370422,0.020863726139068603,0.007005279858907064,true,60,2859.5677866666665,50,3.7453603744506836,model_50,2,11.645078587912026,51.158
,0,30,3500,APC,0.03386838626861572,0.015440463225046793,0.01126589012145996,true,20,2850.59072,20,3.3262855211893716,model_20,2,6.25945096553252,62.106
,0,15,4000,APC,0.03388447856903076,0.017602476914723716,0.010258433977762858,true,40,2872.108373333333,10,3.2766459782918296,model_10,2,8.667859839333977,66.756
,0,10,4000,APC,0.03390777007738749,0.017877463738123576,0.00999760874112447,true,20,2866.0285440000002,10,3.322587490081787,model_10,2,5.825193297092827,63.254
,0,30,3500,APC,0.033984017928441364,0.0076494295597076415,0.02038850784301758,false,100,187.95042133333334,60,0.06302952766418457,model_60,2,13.844905187089191,50.92
,0,30,4000,APC,0.034095922810690744,0.014675189665385656,0.012097477504185269,true,80,2863.3193325714287,10,3.8545312540871755,model_10,1,17.95512206720365,68.932
,0,10,4000,APC,0.0341017738978068,0.021136615753173826,0.007068965514500936,true,20,2867.3665706666666,50,3.318027973175049,model_50,2,5.841259895320422,46.716
,0,15,4000,APC,0.03418861865997314,0.013851091146469116,0.015410100460052487,false,60,181.16471466666667,50,0.024854421615600586,model_50,2,10.092690548749566,51.158
,0,15,4500,APC,0.03421744664510091,0.01578580602010091,0.013667787631352742,false,60,181.34084266666665,40,0.023661454518636067,model_40,2,10.15594333261785,54.562
,0,30,3500,APC,0.034340275389807565,0.011809270926884241,0.013789999961853027,true,60,2864.0320365714288,20,3.7057803698948453,model_20,1,13.504870861112094,67.2
,0,15,3500,APC,0.03441271328926086,0.013135822057724,0.013108892883573258,true,40,2859.1168365714284,20,4.008354902267456,model_20,1,9.85661712674609,65.98
,0,30,3500,APC,0.03457885185877482,0.019467872460683187,0.008254042387008666,true,20,2869.6084480000004,60,3.4266143639882407,model_60,2,6.335550102681478,45.18
,0,15,4000,APC,0.03473719541231791,0.022084893544514973,0.006859725395838419,true,40,2856.344234666667,50,3.6756831804911294,model_50,2,8.548484525324989,50.352
,0,20,4500,APC,0.034905486851930616,0.0180730122923851,0.010620632141828536,true,100,2861.93152,0,3.8112745583057404,model_0,1,13.570619920612979,71.878
,0,15,3500,APC,0.03494763239224752,0.012923182169596354,0.016810194412867227,false,60,190.47082666666665,60,0.024507919947306316,model_60,2,9.888229767656226,50.11
,0,15,3500,APC,0.03515848668416341,0.019833937565485637,0.00827083961168925,true,20,2870.1409280000003,60,4.039544741312663,model_60,2,6.237237400839935,45.18
,0,15,4000,APC,0.03527638443936736,0.01639496235003828,0.011594527280265816,true,60,2866.609005714286,10,3.8895188740321567,model_10,1,11.261573196588387,67.91
,0,30,3500,APC,0.03533458630243937,0.01012717358271281,0.019492695331573485,false,80,190.099456,60,0.02379020055135091,model_60,2,15.133134096028419,50.684
,0,15,4500,APC,0.03543797200066702,0.01528910895756313,0.014704126460211618,false,100,188.5950537142857,60,0.026231493268694197,model_60,1,12.823852278664997,50.92
,0,30,4000,APC,0.03556771953900655,0.01822644543647766,0.010778461297353109,true,100,2862.820010666667,10,3.7041455109914145,model_10,2,13.966526987969834,69.426
,0,15,4500,APC,0.03566394901275635,0.020685018142064415,0.009589545408884683,true,60,2860.904448,0,3.6610674063364663,model_0,2,9.873775487541144,70.602
,0,30,4000,APC,0.03566827487945557,0.02240246351559957,0.007188715060551961,true,100,2867.3774933333334,50,3.6601407527923584,model_50,2,13.682655028050318,52.182
,0,15,4500,APC,0.035701483964920046,0.02281527884801229,0.007321757396062216,true,60,2890.7956906666673,40,3.921127955118815,model_40,2,9.978149017903407,54.562
,0,30,4000,APC,0.03571563561757406,0.022249207735061644,0.007291776100794474,true,80,2870.1627733333335,50,3.6942666371663413,model_50,2,15.66571825445662,51.87
,0,30,4500,APC,0.03574373817443848,0.022473780711491902,0.007655535697937012,true,80,2862.8500480000002,40,3.855154037475586,model_40,2,15.496456185136417,55.54
,0,30,3000,APC,0.0357717900616782,0.01141571865762983,0.013095602410180226,true,20,2871.0438034285717,30,3.589427982057844,model_30,1,7.508318670798123,57.442
,0,15,3000,APC,0.03577836288724627,0.011320899656840732,0.01354498474938529,true,20,2868.20352,30,3.883138826915196,model_30,1,7.299279376297152,57.442
,0,30,3500,APC,0.03602583003044128,0.020603166023890177,0.008177555561065674,true,40,2892.752213333333,60,3.505190292994181,model_60,2,9.275384646832704,49.144
,0,15,3500,APC,0.03603937466939291,0.016328239838282268,0.01185540827115377,true,20,2859.735722666667,20,4.263238271077474,model_20,2,5.876042032990387,62.106
,0,30,3500,APC,0.036466878380094256,0.01449201692853655,0.01344904705456325,true,100,2857.4819474285714,20,3.73538909639631,model_20,1,15.990639484382877,68.504
,0,10,4000,APC,0.03652057654517037,0.018819906847817557,0.010993452685219899,true,40,2854.860507428571,10,3.475374528339931,model_10,1,7.93169072010903,66.756
,0,30,3500,APC,0.03682199962933858,0.01775097886721293,0.011204895814259846,true,40,2864.410624,20,3.387453635533651,model_20,2,8.7533606800843,65.98
,0,15,4500,APC,0.03709204673767091,0.020350853579384938,0.010529061964579992,true,100,2854.9465234285713,0,3.9397411346435547,model_0,1,12.475319111694185,71.878
,0,15,4500,APC,0.037274158000946044,0.023655750002179825,0.007500743900026594,true,100,2862.250276571428,60,3.7291016578674316,model_60,1,12.404317457151377,50.92
,0,30,3500,APC,0.03776500066121419,0.02177525877952576,0.008138534784317015,true,60,2855.7380266666664,60,3.9547011852264404,model_60,2,11.114367340014065,50.11
,0,30,3000,APC,0.03780035696710859,0.01331672239303589,0.013215231214250837,true,40,2877.6921965714287,30,3.971151556287493,model_30,1,10.546637298053524,60.932
,0,30,3500,APC,0.037876099416187824,0.01626473706109183,0.013149618012564522,true,80,2862.7821714285715,20,3.992476156779698,model_20,1,17.30346699053166,68.162
,0,30,4000,APC,0.03792460338274637,0.021438242355982462,0.010278120517730712,true,80,2873.6197973333333,10,3.754571040471395,model_10,2,14.970313409624595,68.932
,0,15,4000,APC,0.03804762578010559,0.02492827908198039,0.007078162193298341,true,60,2850.986666666666,50,3.8490564823150635,model_50,2,9.758313407378898,51.158
,0,15,3500,APC,0.038172418832778936,0.023554062445958455,0.007823109149932861,true,40,2867.433472,60,3.573621908823649,model_60,2,8.218368728064073,49.144
,0,30,3500,APC,0.038225232680638634,0.018733469009399414,0.011537729660669961,true,60,2862.882816,20,3.635490338007609,model_20,2,11.032486864664705,67.2
,0,10,3500,APC,0.038432055155436205,0.02394139552116394,0.007704433997472127,true,20,2858.519210666667,60,3.6297106742858887,model_60,2,5.575986078402905,45.18
,0,10,3500,APC,0.03844483629862467,0.019205841700236006,0.011371896743774415,true,20,2857.170261333333,20,4.187908172607422,model_20,2,5.462641085815471,62.106
,0,15,3500,APC,0.03844874358177185,0.019536919991175333,0.011364719390869143,true,40,2854.9515946666666,20,3.6977858543395996,model_20,2,8.15294003365798,65.98
,0,10,3000,APC,0.038511090210505895,0.01626927525656564,0.01253732166971479,true,20,2864.9600731428577,30,3.740314483642578,model_30,1,6.478003664552294,57.442
,0,15,3500,APC,0.03867259176572164,0.018511769612630208,0.015002506176630655,false,100,179.953664,60,0.02584552764892578,model_60,2,10.981636942884421,50.92
,0,5,4500,APC,0.03891716915910895,0.018981316913257943,0.014252682339061391,false,20,186.43428072727275,60,0.026613040403886276,model_60,1,4.2646220719238945,45.18
,0,10,4500,APC,0.038936123268944876,0.019431975943701607,0.014095219135284425,false,60,179.6815725714286,60,0.025054897580827986,model_60,1,8.645210875872253,50.11
,0,10,4000,APC,0.03905961155891418,0.01940264304478963,0.01469972030321757,false,40,180.66363733333333,50,0.025388240814208984,model_50,2,6.950130732257343,50.352
,0,15,3500,APC,0.03909956022671291,0.01801929419381278,0.012806702000754221,true,60,2862.8775497142856,20,3.687814269747053,model_20,1,10.682435100061243,67.2
,0,15,4500,APC,0.03925146021161761,0.019345700945172992,0.014382997070040022,false,80,177.18184228571428,60,0.02456075804574149,model_60,1,12.89066020312301,50.684
,0,5,4500,APC,0.03927320521218436,0.022976138029779707,0.010280575275421143,true,20,2858.9632365714283,0,3.8064541816711426,model_0,1,4.252668370822064,65.896
,0,15,4000,APC,0.03931840928395589,0.019675450642903648,0.014607024113337199,false,100,176.648192,50,0.023756980895996094,model_50,2,10.869915787598066,52.182
,0,5,4500,APC,0.03932389349596842,0.02593064051015036,0.007401102236339024,true,20,2860.2929737142854,60,3.7258991173335483,model_60,1,4.257618145548188,45.18
,0,15,4000,APC,0.03947382791837056,0.023142730712890625,0.010167772849400838,true,60,2858.6598400000003,10,3.6737989584604898,model_10,2,9.500061671069679,67.91
,0,10,4500,APC,0.0396040198802948,0.02136938118934631,0.013390170494715373,false,40,176.63317333333336,40,0.024988094965616863,model_40,2,6.876641184453523,53.616
,0,30,3000,APC,0.0398932534626552,0.01758666379111154,0.012446146930967059,true,60,2857.6715337142855,30,3.971986327852522,model_30,1,12.988924216494075,62.19
,0,15,4500,APC,0.03997396190961202,0.021394014040629072,0.013662155787150064,false,100,183.67146666666667,40,0.023775577545166016,model_40,2,10.93549748342216,55.862
,0,10,4500,APC,0.03998634990056356,0.024316675742467247,0.009859996716181438,true,40,2868.729173333333,0,3.624228318532308,model_0,2,6.732152796079099,69.332
,0,10,4500,APC,0.04005438780784607,0.023816280739648005,0.01029807312147958,true,60,2858.63936,0,3.6649863038744246,model_0,1,8.521363307581778,70.602
,0,10,4500,APC,0.04010743999481201,0.02686650739397322,0.007301498072487966,true,60,2851.7768045714283,60,3.5112651075635637,model_60,1,8.55568218023934,50.11
,0,30,3000,APC,0.04010979143778483,0.020883745431900025,0.010919155756632487,true,20,2858.565632,30,3.439750830332438,model_30,2,6.11024447127762,57.442
,0,15,3000,APC,0.04021602020944868,0.016945954016276767,0.012708383219582694,true,40,2855.017910857143,30,3.933882236480713,model_30,1,9.256029985573093,60.932
,0,15,4500,APC,0.040373894770940146,0.025235624392827352,0.009640378872553508,true,100,2853.2312746666666,0,4.07615343729655,model_0,2,11.051153875767264,71.878
,0,10,4500,APC,0.040430415630340576,0.02759787424405416,0.007165084997812907,true,40,2874.851328,40,3.897914091746012,model_40,2,6.790444738725147,53.616
,0,15,4500,APC,0.040498253038951326,0.027334608963557654,0.007276783330099924,true,80,2868.372626285714,60,3.6906250544956754,model_60,1,12.644834106565582,50.684
,0,15,4500,APC,0.040581859179905484,0.023875699622290476,0.01052521981511797,true,80,2867.2825051428567,0,4.212340218680246,model_0,1,12.63101301739331,71.452
,0,30,3500,APC,0.04062499570846558,0.021910181840260824,0.01125708039601644,true,100,2864.233130666667,20,3.3544037342071533,model_20,2,12.965094702588772,68.504
,0,15,4500,APC,0.04063997268676758,0.027627774715423586,0.00746288283665975,true,100,2857.3873493333335,40,3.9587422211964927,model_40,2,10.778939080014666,55.862
,0,10,3500,APC,0.04066898945399693,0.02028350223813738,0.012362430947167533,true,40,2854.928384,20,3.6448460647038052,model_20,1,7.569272210406394,65.98
,0,15,4500,APC,0.040757487944194246,0.00011655208042689732,0.03480040219851903,false,20,416.50058971428564,0,0.033857924597603936,model_0,1,8.642903571857108,65.896
,0,30,4500,APC,0.04080302340643747,0.00010764929226466588,0.03474649204526629,false,20,414.9610788571428,0,0.03463581630161831,model_0,1,9.057675358952896,65.896
,0,15,3000,APC,0.04083806331952413,0.020800324122111,0.011564889272054036,true,20,2871.588181333333,30,4.027245203653972,model_30,2,5.780429826083573,57.442
,0,15,4000,APC,0.040934402465820315,0.022914256368364607,0.011063311679022652,true,100,2863.0507519999996,10,3.5930282729012624,model_10,1,12.072895577019503,69.426
,0,10,4500,APC,0.0410551814351763,0.00011185417856488909,0.035027878454753324,false,20,409.59297828571425,0,0.031452451433454244,model_0,1,7.542846470841048,65.896
,0,15,4500,APC,0.0411685082912445,0.0001340192953745524,0.03566654555002848,false,20,401.432576,0,0.032070557276407875,model_0,2,6.68248697959748,65.896
,0,30,3500,APC,0.04129476165771485,0.025926581859588623,0.007865214029947916,true,100,2854.567936,60,4.077956358591716,model_60,2,13.077939104305079,50.92
,0,15,4500,APC,0.04139095425605774,0.0003206396102905273,0.03544392736752828,false,60,345.04704,0,0.03103041648864746,model_0,2,9.969392163016801,70.602
,0,30,3500,APC,0.041444476842880246,0.026858583450317382,0.007620667060216268,true,80,2854.7222186666672,60,3.8710108598073325,model_60,2,14.580947015235921,50.684
,0,30,4500,APC,0.04153983934720357,0.0001904619534810384,0.03583700227737427,false,20,409.9795626666667,0,0.03204019864400228,model_0,2,7.055574206860611,65.896
,0,30,3500,APC,0.041562377055486044,0.022849464654922488,0.011551937421162922,true,80,2873.3207893333333,20,3.5676091512044272,model_20,2,14.196882732313744,68.162
,0,15,4500,APC,0.041663267339978896,0.0001234652314867292,0.035602405445916314,false,40,397.4734994285714,0,0.03448820114135742,model_0,1,11.00751814053135,69.332
,0,30,4500,APC,0.041670903410230366,0.00012712039266313824,0.03558193574632917,false,60,406.9118537142857,0,0.03352584157671247,model_0,1,15.428971328388558,70.602
,0,30,4500,APC,0.04168669438362122,0.00012444567680358886,0.03560913991928101,false,40,407.90074514285715,0,0.03406807354518345,model_0,1,12.630287266522839,69.332
,0,30,4500,APC,0.041861872990926106,0.0001016542911529541,0.036204436302185054,false,40,407.61207466666673,0,0.029771804809570312,model_0,2,9.854371970733665,69.332
,0,15,4000,APC,0.04202704381942749,0.02229703362782796,0.014622081279754638,false,80,183.00108799999998,50,0.02441263198852539,model_50,2,11.218928629419588,51.87
,0,30,4500,APC,0.0420666712919871,0.0001308867931365967,0.03657613762219747,false,60,410.488832,0,0.03188530604044596,model_0,2,12.082089936235642,70.602
,0,5,4000,APC,0.04213152836050305,0.02448064114366259,0.010966191002300807,true,20,2859.7490834285713,10,3.88014326776777,model_10,1,4.109609447025437,63.254
,0,10,4500,APC,0.04226209592819214,0.00043441254752022877,0.03584780859947204,false,40,373.0408594285714,0,0.032772881644112725,model_0,1,8.283227573380694,69.332
